,Duration,Heart_Rate,Body_Temp,Calories
3834,16,101,40.5,97.0
3837,4,91,38.9,16.0
3838,6,83,39.1,25.0
3840,28,111,41.0,217.0
3841,24,109,40.8,220.0
3843,9,78,39.7,17.0
3844,21,103,40.6,152.0
3845,11,93,39.4,51.0
3847,7,84,39.4,20.0
3848,5,77,39.2,8.0
3850,27,112,40.5,190.0
3851,27,100,40.5,121.0
3852,3,86,38.6,7.0
3855,6,92,39.2,31.0
3858,30,107,41.0,200.0
3860,20,103,40.5,110.0
3864,18,98,40.2,93.0
3865,22,100,40.6,153.0
3868,4,87,38.9,20.0
3870,13,92,39.5,65.0
3875,3,92,38.5,13.0
3877,25,104,41.0,177.0
3883,2,76,38.3,3.0
3886,28,103,40.9,157.0
3889,15,98,40.3,76.0
3890,3,86,38.6,10.0
3894,10,90,39.6,34.0
3898,14,100,40.3,79.0
3899,8,92,39.8,30.0
3901,6,97,39.3,26.0
3902,9,85,39.5,23.0
3905,16,91,40.2,75.0
3907,5,95,39.1,29.0
3910,15,98,40.0,65.0
3912,18,98,40.7,111.0
3913,26,102,40.8,132.0
3915,23,103,40.7,142.0
3918,28,107,40.9,184.0
3925,26,111,40.5,239.0
3927,20,103,40.8,129.0
3928,25,118,40.8,242.0
3929,4,86,39.1,12.0
3932,17,100,40.5,89.0
3934,4,78,39.2,9.0
3936,8,91,39.7,40.0
3937,4,79,39.1,9.0
3939,15,96,40.4,103.0
3941,15,105,40.0,117.0
3944,6,85,39.1,21.0
3946,18,105,40.6,125.0
3947,4,85,38.4,16.0
3948,15,97,40.2,72.0
3949,14,99,39.8,73.0
3951,19,94,40.3,93.0
3954,28,102,41.0,170.0
3957,12,90,40.1,59.0
3967,18,101,40.0,128.0
3969,25,99,40.6,141.0
3970,19,101,40.5,143.0
3971,27,107,40.5,221.0
3972,10,93,40.0,43.0
3975,14,101,40.3,105.0
3977,16,98,40.0,108.0
3978,15,93,40.0,85.0
3980,6,91,39.5,32.0
3983,14,87,40.0,75.0
3984,9,91,39.8,48.0
3985,16,90,40.1,90.0
3986,26,119,40.7,265.0
3987,9,87,39.5,49.0
3990,23,104,40.3,125.0
3991,19,97,40.7,133.0
3992,13,97,39.9,89.0
3996,26,107,40.6,223.0
3997,27,108,40.7,167.0
4002,26,105,40.9,160.0
4005,10,86,39.4,29.0
4007,12,91,40.0,58.0
4008,22,113,40.6,150.0
4010,6,96,39.2,39.0
4012,19,103,40.6,149.0
4014,16,97,40.1,89.0
4015,11,95,40.0,56.0
4016,15,104,39.7,103.0
4022,5,84,39.5,23.0
4024,20,94,40.5,90.0
4026,7,89,39.5,24.0
4027,24,104,40.9,130.0
4033,5,78,39.0,6.0
4041,9,95,39.5,43.0
4046,15,87,40.6,74.0
4049,19,104,40.4,119.0
4051,10,92,39.6,61.0
4052,16,95,40.2,111.0
4053,29,108,40.6,179.0
4054,25,104,40.9,164.0
4062,14,95,40.3,64.0
4065,6,92,39.4,25.0
4066,30,107,40.7,211.0
4067,14,94,40.2,88.0
4068,16,100,40.5,93.0
4069,28,108,40.9,196.0
4071,17,96,40.3,112.0
4076,25,111,41.2,182.0
4082,11,94,39.8,64.0
4084,25,104,40.6,179.0
4087,26,98,40.8,137.0
4088,3,74,38.9,3.0
4089,19,100,40.4,115.0
4090,24,104,40.2,131.0
4091,27,110,40.5,197.0
4095,30,112,40.9,259.0
4097,15,92,40.1,62.0
4099,24,108,40.4,190.0
4103,28,113,40.9,211.0
4105,14,98,40.2,67.0
4106,22,103,40.6,114.0
4107,9,89,39.7,56.0
4109,27,111,41.2,215.0
4111,25,110,40.6,152.0
4114,9,100,39.7,44.0
4116,6,92,39.2,26.0
4118,17,80,40.3,66.0
4121,21,108,40.7,150.0
4125,5,80,39.0,14.0
4132,14,88,40.0,78.0
4133,15,101,40.0,103.0
4134,6,85,39.2,18.0
4135,24,111,40.7,194.0
4136,7,83,39.3,18.0
4138,13,99,40.2,62.0
4144,9,92,40.0,33.0
4145,6,75,39.2,20.0
4146,14,92,39.9,54.0
4148,9,87,39.5,46.0
4152,27,114,40.6,205.0
4155,3,91,38.4,12.0
4156,23,107,40.8,139.0
4158,25,110,40.4,212.0
4160,25,99,40.7,175.0
4162,2,83,38.3,7.0
4163,7,98,39.1,51.0
4169,12,94,40.0,67.0
4171,28,107,41.1,183.0
4172,20,99,40.4,92.0
4178,12,92,40.3,64.0
4179,5,86,39.2,20.0
4181,7,87,39.3,21.0
4183,14,96,40.2,73.0
4185,17,94,40.1,67.0
4186,21,109,40.4,137.0
4188,13,96,39.9,54.0
4190,25,102,40.7,158.0
4191,1,83,38.2,4.0
4192,12,94,40.0,62.0
4193,25,109,40.6,192.0
4197,10,92,39.9,47.0
4199,26,104,40.9,196.0
4202,20,107,40.5,157.0
4206,18,97,40.3,90.0
4208,5,85,39.2,26.0
4209,10,89,39.5,34.0
4210,8,90,39.4,28.0
4211,8,97,39.6,35.0
4212,3,79,38.6,6.0
4217,14,86,40.5,40.0
4218,4,87,39.1,10.0
4219,18,98,40.2,117.0
4220,26,111,40.7,171.0
4222,17,101,40.3,132.0
4223,12,98,40.0,87.0
4225,9,94,39.8,40.0
4227,13,94,39.8,52.0
4228,9,86,39.7,36.0
4229,6,86,39.1,30.0
4230,24,110,40.7,158.0
4231,25,111,40.9,182.0
4236,11,86,39.7,28.0
4240,14,102,40.3,94.0
4241,18,94,40.2,72.0
4242,27,103,40.7,153.0
4244,21,98,40.6,93.0
4245,11,99,40.5,57.0
4246,3,93,38.6,14.0
4249,14,84,40.2,36.0
4250,26,104,40.7,187.0
4251,15,103,39.9,84.0
4252,29,102,40.8,230.0
4254,8,84,39.8,27.0
4255,8,94,39.3,34.0
4256,8,91,39.6,29.0
4257,11,98,39.7,63.0
4260,9,85,39.8,48.0
4262,29,111,40.7,194.0
4264,19,102,40.6,109.0
4265,9,97,39.8,42.0
4268,9,86,39.5,28.0
4270,24,103,40.7,192.0
4271,20,104,40.2,108.0
4273,3,81,39.0,12.0
4274,14,89,40.1,54.0
4276,6,92,39.3,28.0
4277,22,97,40.5,87.0
4280,16,90,40.1,76.0
4281,16,103,40.3,107.0
4282,19,107,40.5,110.0
4285,17,95,40.1,90.0
4293,10,90,39.9,34.0
4296,7,85,39.8,31.0
4302,12,94,40.1,55.0
4306,22,105,40.8,128.0
4307,26,107,40.8,168.0
4312,14,92,40.1,73.0
4317,20,104,40.2,109.0
4322,18,91,40.0,104.0
4324,20,101,40.6,132.0
4326,4,84,38.9,10.0
4328,9,91,39.6,29.0
4329,5,79,39.0,21.0
4331,17,103,40.4,112.0
4332,11,90,39.7,51.0
4333,23,104,40.6,133.0
4334,26,116,40.9,214.0
4341,18,98,40.6,119.0
4342,11,96,39.9,66.0
4343,26,96,40.7,149.0
4344,15,95,39.9,81.0
4345,4,87,38.9,17.0
4347,16,97,40.4,91.0
4349,29,104,40.8,167.0
4352,27,101,40.8,188.0
4355,30,111,40.9,209.0
4358,20,105,40.5,128.0
4359,7,84,39.2,23.0
4361,16,92,40.4,59.0
4362,25,105,40.5,183.0
4364,24,105,40.8,169.0
4366,10,84,39.6,45.0
4369,4,86,38.6,10.0
4372,27,104,40.7,176.0
4374,7,87,39.7,36.0
4375,4,85,38.6,23.0
4380,5,87,39.4,23.0
4381,4,93,38.8,25.0
4383,23,107,40.5,142.0
4386,28,111,40.8,179.0
4392,23,106,40.6,156.0
4394,17,96,39.9,108.0
4395,23,110,40.7,157.0
4397,7,91,39.3,24.0
4401,12,88,40.3,64.0
4402,8,89,39.9,41.0
4405,18,93,40.7,64.0
4407,3,86,38.2,15.0
4408,27,103,40.7,169.0
4410,15,93,40.6,53.0
4414,8,99,39.7,49.0
4417,22,97,40.7,154.0
4418,19,92,40.5,89.0
4420,5,81,39.0,19.0
4430,23,108,40.3,158.0
4431,7,89,39.4,34.0
4433,28,102,40.8,141.0
4434,6,97,39.5,30.0
4436,26,105,41.0,208.0
4439,17,92,40.1,113.0
4444,8,90,39.5,31.0
4453,3,82,38.7,9.0
4458,9,88,39.9,51.0
4460,29,113,40.9,185.0
4461,8,82,39.6,26.0
4463,22,106,40.8,154.0
4467,15,98,40.2,88.0
4472,21,100,40.5,155.0
4474,15,88,40.3,41.0
4476,16,98,39.9,90.0
4478,14,101,40.2,90.0
4479,14,94,40.0,58.0
4482,14,98,40.2,65.0
4484,25,105,40.6,150.0
4485,2,87,38.4,8.0
4487,28,104,41.1,230.0
4490,21,100,40.6,141.0
4491,19,104,41.0,136.0
4492,14,94,40.1,66.0
4495,23,100,40.9,125.0
4496,14,97,40.3,67.0
4497,24,104,40.5,153.0
4499,20,104,40.4,129.0
4500,11,92,40.1,38.0
4501,10,83,39.7,22.0
4507,15,97,40.1,69.0
4509,24,102,40.9,183.0
4510,11,96,39.8,56.0
4511,29,112,40.5,201.0
4512,4,79,38.8,8.0
4513,15,94,40.3,91.0
4520,24,97,40.8,148.0
4522,22,97,40.6,146.0
4524,15,108,40.0,112.0
4525,15,100,40.2,106.0
4526,23,101,40.7,120.0
4528,21,105,40.2,111.0
4531,21,94,40.6,96.0
4532,21,102,40.4,139.0
4533,24,101,40.8,166.0
4537,27,107,40.7,167.0
4542,16,98,40.3,77.0
4545,15,101,40.5,102.0
4547,21,103,40.4,103.0
4549,24,103,40.2,166.0
4550,24,102,41.1,174.0
4553,19,98,40.6,101.0
4556,23,105,41.0,131.0
4557,10,87,40.0,56.0
4560,16,92,40.2,89.0
4562,25,94,41.0,108.0
4566,16,94,40.1,76.0
4569,8,87,39.6,25.0
4570,15,93,40.6,57.0
4571,16,97,39.9,93.0
4572,18,102,40.3,130.0
4575,13,95,40.0,69.0
4578,14,94,40.1,81.0
4580,11,101,40.0,62.0
4581,4,78,38.7,5.0
4582,23,100,41.3,124.0
4583,17,97,40.5,104.0
4584,5,86,39.4,12.0
4585,29,116,41.2,247.0
4587,14,101,39.9,76.0
4588,15,99,40.2,93.0
4589,4,80,38.9,13.0
4590,15,93,40.5,91.0
4594,17,101,40.1,130.0
4595,8,91,39.6,31.0
4597,15,101,40.0,88.0
4600,7,86,39.3,23.0
4602,6,90,39.7,27.0
4607,11,94,39.7,53.0
4608,28,102,41.1,140.0
4610,12,92,39.9,66.0
4611,25,94,40.8,98.0
4614,5,93,39.4,23.0
4618,26,116,40.9,180.0
4619,19,99,40.4,113.0
4620,4,86,39.2,13.0
4621,23,106,41.0,147.0
4624,13,88,39.9,79.0
4625,18,100,40.0,123.0
4626,7,85,39.5,36.0
4627,26,101,40.6,146.0
4629,3,86,39.0,13.0
4631,18,95,40.3,82.0
4632,18,94,40.3,90.0
4633,12,85,40.0,36.0
4634,8,87,39.6,42.0
4636,23,97,41.0,129.0
4644,11,95,39.6,66.0
4645,13,91,40.0,47.0
4646,9,85,39.3,43.0
4649,25,109,40.9,193.0
4657,17,101,40.0,92.0
4658,26,110,40.7,217.0
4660,10,90,39.6,59.0
4661,16,98,40.2,90.0
4663,11,96,39.7,72.0
4665,11,87,39.9,36.0
4667,28,101,41.1,163.0
4669,17,105,40.3,104.0
4673,18,91,40.2,64.0
4675,12,86,39.9,54.0
4681,18,103,40.1,104.0
4682,5,79,39.3,12.0
4685,28,111,40.5,211.0
4687,9,88,39.9,44.0
4689,15,96,40.1,84.0
4690,16,85,40.4,42.0
4691,14,95,40.4,68.0
4693,11,94,39.6,73.0
4694,23,100,40.4,121.0
4695,6,85,39.7,15.0
4699,8,84,39.6,30.0
4701,28,106,40.9,181.0
4702,26,95,41.0,155.0
4704,4,87,38.7,19.0
4708,22,104,40.6,135.0
4710,18,91,40.5,68.0
4711,6,88,39.2,19.0
4714,19,108,40.4,156.0
4715,13,97,39.9,86.0
4716,20,100,40.6,134.0
4717,8,77,39.7,12.0
4718,19,95,40.6,90.0
4719,29,111,41.1,186.0
4723,9,88,39.5,43.0
4724,19,99,40.4,101.0
4725,26,112,40.8,175.0
4726,25,101,40.8,128.0
4728,8,82,39.4,24.0
4730,21,106,40.7,177.0
4732,21,107,40.7,162.0
4734,2,80,38.2,8.0
4735,13,89,40.0,49.0
4736,29,116,41.1,238.0
4742,22,106,40.3,134.0
4744,15,89,40.0,44.0
4745,19,97,40.6,123.0
4750,16,98,40.4,86.0
4751,24,102,40.6,122.0
4753,22,99,40.6,166.0
4754,10,88,40.1,33.0
4757,30,106,40.6,191.0
4759,8,91,39.5,45.0
4765,21,111,40.9,190.0
4766,14,88,40.2,55.0
4767,11,85,40.1,44.0
4772,27,102,41.0,185.0
4775,22,104,40.6,179.0
4778,30,111,41.0,207.0
4779,19,96,40.5,84.0
4781,4,76,38.9,5.0
4782,5,95,39.1,29.0
4783,23,108,41.0,171.0
4786,30,113,40.8,236.0
4787,17,93,40.6,75.0
4788,17,95,40.3,80.0
4789,8,87,39.7,32.0
4792,25,107,40.3,148.0
4793,22,99,40.7,99.0
4795,28,112,40.9,249.0
4798,2,83,38.3,5.0
4799,14,93,40.3,60.0
4801,23,106,40.5,176.0
4802,23,109,40.6,157.0
4808,20,99,40.4,110.0
4809,16,91,40.5,70.0
4811,23,105,40.5,141.0
4812,5,87,39.1,13.0
4814,27,101,40.8,187.0
4815,4,78,38.8,6.0
4816,27,106,40.4,152.0
4821,10,97,39.6,53.0
4823,22,101,40.4,146.0
4826,19,98,40.4,128.0
4827,17,91,40.1,70.0
4828,13,91,39.8,46.0
4829,14,92,40.3,94.0
4830,10,85,39.7,40.0
4831,2,78,38.3,2.0
4833,16,103,40.3,86.0
4838,3,75,38.6,3.0
4839,28,106,40.4,170.0
4841,22,102,40.8,165.0
4842,20,95,39.7,110.0
4845,2,79,38.7,5.0
4847,3,81,38.5,13.0
4851,20,91,40.7,63.0
4852,4,80,38.8,10.0
4853,20,100,40.6,133.0
4854,29,111,40.8,222.0
4858,19,97,40.1,101.0
4860,22,102,40.5,106.0
4861,21,105,40.5,130.0
4862,6,87,39.1,18.0
4863,25,107,40.7,199.0
4864,23,105,40.9,153.0
4865,3,85,38.9,13.0
4866,17,98,40.5,118.0
4868,28,96,41.0,126.0
4869,3,84,38.6,9.0
4870,24,104,40.2,172.0
4872,7,90,39.5,22.0
4873,6,80,39.3,22.0
4876,23,97,40.6,94.0
4878,25,103,40.6,147.0
4880,16,100,40.2,94.0
4881,9,86,39.7,24.0
4882,21,102,40.2,153.0
4883,24,95,40.5,105.0
4884,17,109,40.5,110.0
4885,3,85,38.7,13.0
4889,3,83,38.8,11.0
4890,6,82,39.2,11.0
4891,26,98,40.7,155.0
4894,24,102,40.7,176.0
4897,3,91,38.7,12.0
4900,29,110,40.7,212.0
4901,15,98,40.3,80.0
4902,24,104,40.7,137.0
4903,22,103,40.5,148.0
4904,11,102,39.8,84.0
4906,12,95,40.1,52.0
4907,27,108,40.6,153.0
4909,6,86,38.9,22.0
4912,21,102,40.1,160.0
4913,13,88,40.5,74.0
4914,16,92,40.1,98.0
4916,21,102,40.8,107.0
4917,21,97,40.5,97.0
4918,16,86,40.1,55.0
4920,10,83,40.2,30.0
4925,22,99,40.5,118.0
4926,19,99,40.6,123.0
4928,21,103,40.4,106.0
4930,11,93,40.0,47.0
4932,27,106,40.7,234.0
4933,11,94,39.9,60.0
4934,21,101,40.6,105.0
4935,25,106,40.4,196.0
4936,23,109,40.5,214.0
4937,12,94,40.2,68.0
4938,25,105,40.8,147.0
4939,14,100,40.1,88.0
4940,30,106,40.8,181.0
4941,15,89,40.2,58.0
4944,15,97,40.0,76.0
4945,17,100,40.5,90.0
4946,15,91,40.1,64.0
4947,4,86,39.3,12.0
4948,22,114,40.7,174.0
4949,2,81,38.2,7.0
4954,17,94,40.3,89.0
4957,24,107,41.1,204.0
4958,14,95,40.4,65.0
4963,5,91,39.1,23.0
4964,25,113,40.7,174.0
4974,21,100,40.9,120.0
4975,27,115,41.0,204.0
4977,15,85,40.4,52.0
4979,27,108,40.8,167.0
4980,4,76,38.8,7.0
4981,18,99,40.2,87.0
4982,4,72,38.8,8.0
4983,14,97,40.1,94.0
4988,16,92,40.4,88.0
4989,26,102,40.6,175.0
4991,13,96,40.3,90.0
4992,29,99,41.2,128.0
4996,14,96,39.9,56.0
4997,27,109,40.6,218.0
4998,8,93,39.7,52.0
4999,25,102,40.2,156.0
5000,30,108,40.8,205.0
5001,25,104,40.3,180.0
5004,12,93,39.8,69.0
5005,23,98,40.8,115.0
5006,5,86,39.3,13.0
5007,18,94,40.7,93.0
5009,8,89,39.9,26.0
5012,11,97,39.8,49.0
5015,11,91,40.1,37.0
5016,27,104,40.7,144.0
5019,9,95,39.7,41.0
5020,4,85,38.9,19.0
5021,13,97,40.1,61.0
5022,18,93,40.5,99.0
5024,27,106,40.6,216.0
5029,20,107,40.5,124.0
5031,25,99,40.5,160.0
5033,10,85,39.7,33.0
5036,6,76,39.1,19.0
5037,23,106,40.5,183.0
5038,8,92,39.3,42.0
5039,14,105,40.2,75.0
5040,17,110,40.5,112.0
5043,25,114,40.9,214.0
5045,8,85,39.4,31.0
5048,12,93,40.1,64.0
5051,26,105,41.0,192.0
5052,2,72,38.1,5.0
5054,14,97,40.0,93.0
5055,18,105,40.3,103.0
5056,11,94,39.9,72.0
5058,25,102,40.9,121.0
5059,25,109,40.8,167.0
5060,15,91,40.2,53.0
5061,7,94,39.3,50.0
5062,11,94,39.9,67.0
5064,9,83,39.8,29.0
5071,19,101,40.4,100.0
5075,17,98,40.3,86.0
5078,17,83,40.5,47.0
5081,3,83,38.6,7.0
5082,29,119,40.7,250.0
5083,30,108,41.1,186.0
5085,16,96,40.3,97.0
5091,28,105,40.9,150.0
5093,14,88,39.7,58.0
5097,27,125,40.7,237.0
5103,3,90,38.3,15.0
5106,28,106,40.8,165.0
5107,26,108,41.1,174.0
5109,8,87,39.4,26.0
5110,28,112,40.5,251.0
5111,28,111,41.0,202.0
5112,9,94,39.9,34.0
5114,16,100,40.4,94.0
5115,7,94,39.5,39.0
5116,23,100,40.8,146.0
5124,7,89,39.4,38.0
5125,7,88,39.6,33.0
5127,29,116,41.1,266.0
5130,13,94,39.8,59.0
5131,22,105,40.3,134.0
5134,1,80,38.2,3.0
5137,28,105,40.8,166.0
5143,16,96,40.1,67.0
5144,4,92,38.5,21.0
5148,22,105,40.8,148.0
5150,4,83,38.9,17.0
5157,11,95,40.2,62.0
5159,25,103,40.7,146.0
5160,17,92,40.5,95.0
5161,29,108,40.6,230.0
5162,24,105,41.2,148.0
5163,26,109,40.7,227.0
5165,23,100,40.6,178.0
5167,25,103,40.6,131.0
5172,16,95,40.4,86.0
5173,4,82,39.2,8.0
5176,10,93,40.0,70.0
5177,6,77,39.2,18.0
5178,26,116,40.8,237.0
5179,18,95,40.3,67.0
5180,3,74,38.8,9.0
5181,17,101,40.2,113.0
5182,21,95,40.6,82.0
5185,6,90,39.3,25.0
5187,5,79,39.0,17.0
5188,17,90,40.4,82.0
5189,4,91,38.4,17.0
5190,3,82,38.7,7.0
5192,6,84,39.0,16.0
5196,11,87,39.9,37.0
5198,11,89,40.0,56.0
5199,6,89,39.2,29.0
5200,25,110,40.9,161.0
5201,22,100,40.7,104.0
5202,4,84,39.3,12.0
5205,8,89,39.4,41.0
5206,2,81,38.3,3.0
5209,4,86,38.8,18.0
5212,13,95,39.9,86.0
5217,8,93,39.8,46.0
5220,29,114,41.1,202.0
5223,17,110,40.8,106.0
5229,22,93,40.4,83.0
5232,23,101,41.0,151.0
5233,15,98,40.0,78.0
5234,10,92,39.8,39.0
5237,4,81,38.8,9.0
5239,10,92,39.5,34.0
5240,17,95,40.6,80.0
5241,9,92,39.7,34.0
5243,5,81,39.1,12.0
5244,10,86,40.1,43.0
5247,10,83,40.0,23.0
5250,15,87,39.8,73.0
5254,26,110,40.9,197.0
5258,9,90,39.7,45.0
5259,23,94,40.6,97.0
5260,24,99,40.5,112.0
5265,23,100,40.6,143.0
5267,12,91,40.2,44.0
5269,9,89,39.7,42.0
5270,26,110,40.8,172.0
5272,16,80,40.3,61.0
5274,6,90,39.6,26.0
5275,12,93,40.2,53.0
5276,11,93,39.8,52.0
5277,4,91,39.1,15.0
5280,3,91,38.6,18.0
5283,30,106,40.5,188.0
5284,30,102,41.2,152.0
5292,6,90,39.1,34.0
5293,6,92,39.2,26.0
5295,5,86,39.1,15.0
5296,13,94,40.1,52.0
5298,13,81,40.2,60.0
5303,3,89,38.5,11.0
5304,3,81,38.5,7.0
5305,27,107,40.4,203.0
5306,22,106,40.3,158.0
5307,18,101,40.7,100.0
5308,21,100,40.4,121.0
5309,22,98,40.6,146.0
5310,17,103,40.7,108.0
5312,8,86,39.7,25.0
5314,12,93,39.7,73.0
5317,21,101,40.5,127.0
5319,22,108,40.6,184.0
5324,8,92,39.4,35.0
5327,14,103,40.3,96.0
5330,15,99,40.1,74.0
5331,23,103,40.4,150.0
5332,10,83,39.5,39.0
5334,14,98,40.2,86.0
5335,12,97,40.4,52.0
5341,22,104,40.4,126.0
5346,22,100,40.7,117.0
5347,14,91,40.1,55.0
5350,15,103,40.1,89.0
5353,16,98,40.3,73.0
5354,18,97,40.2,115.0
5355,15,94,40.2,62.0
5356,23,99,40.6,164.0
5358,11,91,39.7,40.0
5359,13,92,39.6,76.0
5360,20,96,40.5,92.0
5361,10,82,39.7,20.0
5362,20,99,40.3,91.0
5363,8,88,39.3,35.0
5365,28,107,40.6,163.0
5366,9,79,39.3,28.0
5367,14,101,40.5,65.0
5368,18,104,40.8,99.0
5369,27,110,41.1,197.0
5373,5,93,39.1,21.0
5374,21,99,40.4,130.0
5375,7,94,39.4,29.0
5376,26,106,40.9,171.0
5377,21,101,40.7,114.0
5378,29,104,40.8,177.0
5379,7,89,39.6,23.0
5381,22,105,40.6,126.0
5384,15,90,40.5,63.0
5386,16,99,40.3,107.0
5388,9,93,39.6,55.0
5390,8,90,39.5,41.0
5391,18,91,40.6,68.0
5392,16,95,40.1,91.0
5393,16,102,40.2,91.0
5394,2,89,38.2,10.0
5396,20,92,40.4,104.0
5397,3,79,39.0,5.0
5398,14,92,40.2,79.0
5401,13,88,39.6,55.0
5406,9,94,39.5,33.0
5407,9,93,39.5,36.0
5408,10,99,39.6,57.0
5409,30,112,40.6,256.0
5411,5,82,38.9,20.0
5412,13,94,40.2,66.0
5414,15,92,40.5,77.0
5416,27,111,40.5,196.0
5417,14,91,40.3,48.0
5418,9,85,39.4,41.0
5420,30,104,40.9,184.0
5425,2,68,38.2,5.0
5430,30,105,41.2,250.0
5431,15,96,40.1,62.0
5432,3,79,38.2,12.0
5433,19,106,40.7,134.0
5434,11,83,39.7,26.0
5435,11,97,40.1,50.0
5437,8,97,39.9,44.0
5440,28,104,41.0,230.0
5441,12,104,39.9,99.0
5444,4,89,38.9,25.0
5446,22,101,40.8,165.0
5449,21,98,40.7,115.0
5450,11,90,40.0,47.0
5452,3,87,38.4,13.0
5453,11,94,39.9,48.0
5458,21,92,40.3,85.0
5459,19,112,40.6,123.0
5463,12,89,40.1,44.0
5464,27,106,41.0,200.0
5466,14,101,40.4,72.0
5468,29,108,41.1,230.0
5472,22,109,40.7,181.0
5478,18,99,40.6,114.0
5484,23,104,40.8,177.0
5485,24,101,40.9,167.0
5487,7,83,39.4,29.0
5488,12,91,40.1,71.0
5490,8,85,39.6,27.0
5493,21,99,40.6,100.0
5496,29,101,41.0,154.0
5497,14,92,40.2,72.0
5499,21,108,40.7,131.0
5502,29,111,40.6,219.0
5506,28,115,40.9,206.0
5510,9,101,39.8,52.0
5512,20,105,40.6,121.0
5514,7,86,39.7,34.0
5515,9,97,39.5,43.0
5518,22,101,40.8,126.0
5519,8,81,39.6,27.0
5520,6,88,39.4,37.0
5521,13,99,40.2,94.0
5524,11,94,39.8,53.0
5525,18,94,40.6,70.0
5526,24,102,40.5,120.0
5528,25,99,41.1,147.0
5530,12,83,40.1,27.0
5531,9,93,39.7,35.0
5534,23,103,41.0,121.0
5535,17,96,40.3,92.0
5537,28,108,40.9,188.0
5538,24,109,40.9,177.0
5540,18,92,40.6,70.0
5542,16,94,40.1,104.0
5543,9,98,39.4,43.0
5546,24,96,40.7,145.0
5548,9,92,39.6,50.0
5552,29,106,40.8,216.0
5555,16,99,40.2,76.0
5556,7,87,39.4,30.0
5562,8,89,39.8,33.0
5564,22,112,40.7,173.0
5565,18,98,40.4,93.0
5566,1,74,38.1,3.0
5567,27,108,41.1,161.0
5568,9,86,39.8,23.0
5576,21,107,40.3,133.0
5577,14,102,40.1,95.0
5578,28,107,40.8,177.0
5581,29,113,40.8,218.0
5583,14,96,40.4,59.0
5586,28,115,40.6,251.0
5588,22,99,40.4,106.0
5590,8,93,39.3,44.0
5591,27,105,40.9,221.0
5594,16,105,40.1,103.0
5595,2,70,38.1,3.0
5597,20,100,40.2,136.0
5601,15,103,40.4,87.0
5603,17,103,39.9,115.0
5606,17,101,40.2,124.0
5610,25,114,41.0,223.0
5611,21,97,40.6,88.0
5612,16,95,40.1,61.0
5613,15,107,40.5,122.0
5615,19,96,40.4,81.0
5616,8,86,40.0,48.0
5617,6,83,39.3,21.0
5618,14,89,40.2,47.0
5619,17,94,40.5,88.0
5622,20,88,40.0,65.0
5623,6,84,39.6,25.0
5626,9,89,39.6,31.0
5631,9,89,39.4,29.0
5632,20,96,40.3,143.0
5633,4,85,39.0,14.0
5636,8,91,39.8,41.0
5641,5,89,38.9,16.0
5642,11,101,39.9,60.0
5643,3,77,38.6,6.0
5644,5,91,39.0,32.0
5645,3,87,38.6,8.0
5646,29,108,40.5,166.0
5647,17,97,40.2,80.0
5649,24,111,40.8,156.0
5655,28,105,40.9,170.0
5658,17,91,40.2,57.0
5662,27,112,40.9,266.0
5663,25,102,40.8,191.0
5670,24,104,40.5,129.0
5671,25,114,41.0,186.0
5673,17,97,40.4,73.0
5675,25,118,40.8,193.0
5677,6,84,39.3,22.0
5679,29,110,40.8,207.0
5680,21,108,40.5,139.0
5681,21,98,40.3,109.0
5684,22,101,40.9,102.0
5685,28,106,40.9,170.0
5686,28,108,40.6,172.0
5688,19,104,40.5,130.0
5689,24,107,40.7,171.0
5697,3,75,38.5,5.0
5707,20,97,40.3,92.0
5711,17,103,40.4,102.0
5712,15,96,39.9,99.0
5713,28,101,41.0,151.0
5722,21,95,40.5,105.0
5726,28,115,41.0,251.0
5727,19,102,40.6,105.0
5729,14,95,40.0,58.0
5731,17,94,40.4,88.0
5735,22,103,40.3,126.0
5736,21,95,40.7,86.0
5737,25,101,40.7,152.0
5738,13,95,39.9,53.0
5740,17,89,40.0,56.0
5742,3,84,38.5,7.0
5745,14,102,40.2,94.0
5749,17,94,40.3,68.0
5750,13,99,39.8,64.0
5753,26,109,40.6,193.0
5754,17,95,40.2,75.0
5755,26,109,41.2,174.0
5758,4,79,39.1,13.0
5759,9,91,40.0,40.0
5765,28,110,40.9,252.0
5766,18,104,40.3,135.0
5767,26,99,40.8,146.0
5768,22,98,40.5,138.0
5770,17,99,40.0,99.0
5771,16,99,40.3,102.0
5773,13,102,40.1,78.0
5774,23,102,40.6,144.0
5777,7,89,39.4,34.0
5780,18,96,40.3,82.0
5782,6,90,39.4,29.0
5785,19,101,40.6,103.0
5789,8,96,39.6,43.0
5790,3,74,38.3,7.0
5791,10,85,39.8,26.0
5793,15,100,40.0,70.0
5794,26,113,40.6,191.0
5796,23,108,40.7,160.0
5797,13,89,40.1,52.0
5798,24,98,40.7,120.0
5800,7,73,39.5,19.0
5803,24,112,41.0,167.0
5806,19,101,40.3,138.0
5807,30,106,41.2,171.0
5808,24,94,40.7,162.0
5810,18,98,40.2,113.0
5811,29,105,40.5,198.0
5812,12,104,39.7,84.0
5813,10,91,39.8,35.0
5816,17,96,40.3,72.0
5817,6,84,39.0,13.0
5819,7,76,39.3,17.0
5822,4,83,38.8,9.0
5823,12,90,39.8,48.0
5824,15,91,40.0,65.0
