,Duration,Heart_Rate,Body_Temp,Calories
3921,20,91,40.6,90.0
3922,10,91,40.0,54.0
3923,15,94,40.3,72.0
3924,13,91,40.0,67.0
3926,17,96,40.6,85.0
3930,19,97,40.6,96.0
3931,23,109,40.4,150.0
3933,5,80,39.3,16.0
3935,10,96,39.7,52.0
3938,20,100,40.7,113.0
3940,28,102,40.7,161.0
3942,25,111,40.6,185.0
3943,26,104,41.0,174.0
3945,21,99,40.6,118.0
3950,21,107,40.7,140.0
3952,19,101,40.8,110.0
3953,14,101,40.3,79.0
3955,16,88,40.1,76.0
3956,30,109,41.2,188.0
3958,14,89,39.9,60.0
3959,8,90,39.6,37.0
3960,16,95,40.3,80.0
3961,10,92,39.6,45.0
3962,6,89,39.2,25.0
3963,4,89,38.8,17.0
3964,16,95,40.3,83.0
3965,16,98,40.3,91.0
3966,6,85,39.5,25.0
3968,2,85,38.2,10.0
3973,29,111,40.7,211.0
3974,6,83,39.3,21.0
3976,19,104,40.6,113.0
3979,14,92,40.3,64.0
3981,11,80,40.2,39.0
3982,3,76,38.3,9.0
3988,8,87,39.4,38.0
3989,25,99,40.7,149.0
3993,19,99,40.3,102.0
3994,4,91,39.0,19.0
3995,9,90,39.6,48.0
3998,6,85,39.2,25.0
3999,7,91,39.4,31.0
4000,15,98,40.3,80.0
4001,9,96,39.8,47.0
4003,10,98,39.8,57.0
4004,5,79,38.9,17.0
4006,18,96,40.4,96.0
4009,20,99,40.3,114.0
4011,19,96,40.3,98.0
4013,22,97,40.8,135.0
4017,8,80,40.0,29.0
4018,10,91,39.9,46.0
4019,19,92,40.3,96.0
4020,8,90,39.3,40.0
4021,2,85,38.5,7.0
4023,12,94,40.1,69.0
4025,15,99,40.2,86.0
4028,15,99,40.0,83.0
4029,23,105,40.8,135.0
4030,11,91,40.2,53.0
4031,25,107,40.8,156.0
4032,12,85,39.8,54.0
4034,26,111,40.8,193.0
4035,6,82,39.2,21.0
4036,30,111,40.8,215.0
4037,9,89,39.4,43.0
4038,10,90,40.2,43.0
4039,7,83,39.5,31.0
4040,4,94,39.1,20.0
4042,5,82,39.4,16.0
4043,3,87,38.6,14.0
4044,24,97,40.6,130.0
4045,3,87,38.5,13.0
4048,16,94,39.8,76.0
4050,17,97,40.2,88.0
4055,26,104,41.1,168.0
4056,8,91,39.6,38.0
4057,21,96,40.8,115.0
4058,18,97,40.3,91.0
4059,21,96,40.9,105.0
4060,9,91,39.8,38.0
4061,21,103,40.5,118.0
4063,24,108,40.4,160.0
4064,12,95,40.0,62.0
4070,29,98,40.9,147.0
4072,26,106,40.8,151.0
4073,9,94,39.5,48.0
4074,19,95,40.3,91.0
4075,27,104,40.8,161.0
4077,25,91,40.5,122.0
4078,20,105,40.4,117.0
4079,22,96,40.6,106.0
4080,4,86,38.6,18.0
4081,24,104,40.6,140.0
4083,28,113,40.5,190.0
4085,17,90,40.2,74.0
4086,7,82,39.3,25.0
4092,23,98,40.4,126.0
4093,11,91,39.7,56.0
4094,6,79,39.3,19.0
4096,2,75,38.3,6.0
4098,23,104,40.8,152.0
4100,18,95,40.6,95.0
4102,16,91,40.7,78.0
4104,11,98,40.0,63.0
4108,13,86,40.4,59.0
4110,18,99,40.4,94.0
4112,9,84,39.5,36.0
4115,11,91,39.8,50.0
4117,21,99,40.6,116.0
4119,24,104,40.9,145.0
4120,4,74,39.0,12.0
4122,14,89,40.3,60.0
4123,13,98,40.1,76.0
4124,4,84,38.6,15.0
4126,27,117,40.6,200.0
4127,16,96,40.1,87.0
4128,27,112,41.1,189.0
4129,26,104,40.6,151.0
4130,7,86,39.8,26.0
4131,30,98,41.1,153.0
4137,29,107,40.9,191.0
4139,7,82,39.4,29.0
4140,14,94,40.1,68.0
4141,22,110,40.2,142.0
4142,26,105,40.8,177.0
4143,14,95,40.5,76.0
4147,16,99,40.4,95.0
4149,7,87,39.0,33.0
4150,22,97,40.7,117.0
4151,29,113,40.7,200.0
4153,25,108,41.0,159.0
4154,14,97,39.9,73.0
4157,13,106,40.1,79.0
4161,6,84,39.3,23.0
4164,7,86,39.4,32.0
4165,14,98,39.8,81.0
4167,16,96,40.1,86.0
4168,26,110,40.9,178.0
4170,28,96,40.6,158.0
4173,28,104,40.8,165.0
4174,18,100,40.1,107.0
4175,13,100,40.0,73.0
4176,7,85,39.6,28.0
4177,24,98,40.6,126.0
4180,18,105,40.6,103.0
4182,13,93,40.0,58.0
4184,5,79,38.9,17.0
4187,23,100,40.8,143.0
4189,3,88,38.3,12.0
4194,12,95,40.1,60.0
4195,28,113,40.7,192.0
4196,24,109,41.0,157.0
4198,4,88,39.1,17.0
4200,9,97,39.9,55.0
4201,22,99,40.7,120.0
4203,5,87,38.9,21.0
4204,10,88,39.8,39.0
4205,9,93,39.6,41.0
4207,3,85,38.5,13.0
4213,12,86,40.2,50.0
4214,13,91,39.9,60.0
4215,6,75,39.5,18.0
4216,12,91,39.9,54.0
4221,24,112,40.6,176.0
4224,12,90,40.0,63.0
4226,13,95,40.0,64.0
4232,29,112,40.9,195.0
4233,7,90,39.5,32.0
4234,29,102,40.6,164.0
4235,15,97,40.0,80.0
4237,8,80,39.4,31.0
4238,5,82,39.1,21.0
4239,19,99,40.4,106.0
4243,28,102,40.9,157.0
4247,17,107,40.4,112.0
4248,5,89,38.7,24.0
4253,29,108,40.5,195.0
4258,24,104,40.2,154.0
4259,4,94,38.6,19.0
4261,25,97,40.9,130.0
4263,20,96,40.5,110.0
4266,6,83,39.3,23.0
4267,2,88,38.4,10.0
4269,25,103,41.0,158.0
4272,12,95,40.4,60.0
4275,24,106,40.8,146.0
4278,25,109,40.6,157.0
4279,21,99,40.5,111.0
4283,27,103,40.9,163.0
4284,16,104,40.1,106.0
4286,20,105,40.5,119.0
4287,21,102,40.4,129.0
4288,9,89,40.0,38.0
4289,24,105,41.0,151.0
4290,20,101,40.7,115.0
4291,26,106,40.9,167.0
4292,22,104,40.7,122.0
4294,14,91,40.2,70.0
4295,2,87,38.5,9.0
4297,7,88,39.3,30.0
4298,26,104,40.7,166.0
4299,23,97,40.5,126.0
4300,12,102,40.0,70.0
4301,14,85,40.2,65.0
4303,16,89,40.4,69.0
4304,15,94,40.4,77.0
4305,24,106,40.7,142.0
4308,30,115,40.9,225.0
4309,8,91,39.8,35.0
4310,8,80,39.7,31.0
4313,25,110,40.7,169.0
4314,3,77,38.6,9.0
4315,12,87,39.9,51.0
4316,26,102,40.9,152.0
4318,16,100,39.9,88.0
4319,26,100,40.9,154.0
4320,3,88,38.8,12.0
4321,30,111,40.6,192.0
4323,4,83,39.0,15.0
4325,17,94,40.3,81.0
4327,23,97,40.7,113.0
4330,19,97,40.1,104.0
4335,27,107,40.4,172.0
4336,21,92,40.3,100.0
4337,10,91,39.6,52.0
4338,11,88,40.0,45.0
4339,23,106,40.7,149.0
4340,22,96,40.7,119.0
4346,4,87,38.8,16.0
4348,16,98,40.2,82.0
4350,30,113,41.1,228.0
4351,13,87,39.9,54.0
4353,18,111,40.4,121.0
4356,4,90,39.0,18.0
4357,14,93,39.9,74.0
4360,14,92,40.2,63.0
4363,24,104,40.9,159.0
4365,4,83,38.9,15.0
4367,13,93,39.8,59.0
4368,15,98,40.0,88.0
4370,2,86,38.7,9.0
4371,24,105,40.8,139.0
4373,13,101,39.9,73.0
4376,29,111,40.8,206.0
4377,23,102,40.5,143.0
4379,8,86,39.5,32.0
4382,20,110,40.7,127.0
4384,28,107,40.8,170.0
4385,29,102,40.8,187.0
4387,10,92,40.2,47.0
4388,10,85,39.9,37.0
4389,16,105,40.3,90.0
4390,26,110,40.8,183.0
4391,8,84,39.8,32.0
4393,4,86,39.0,16.0
4396,22,108,40.6,139.0
4398,8,82,39.4,31.0
4399,15,105,39.9,92.0
4400,1,67,38.1,2.0
4403,29,107,41.1,188.0
4404,5,85,39.3,20.0
4406,8,95,39.5,38.0
4409,26,107,40.9,165.0
4411,5,75,39.3,14.0
4413,12,91,40.2,58.0
4415,19,98,40.4,117.0
4416,14,82,40.5,49.0
4419,22,102,40.9,124.0
4421,8,95,39.7,39.0
4422,3,81,38.7,10.0
4423,15,86,39.9,56.0
4424,24,97,40.6,121.0
4425,20,97,40.5,102.0
4427,17,95,40.4,87.0
4428,8,96,39.7,41.0
4429,29,106,40.8,196.0
4432,22,99,40.7,120.0
4435,14,94,40.2,67.0
4437,23,106,40.4,151.0
4438,13,102,40.1,78.0
4440,2,85,38.2,8.0
4441,14,86,40.3,56.0
4442,9,95,39.9,46.0
4443,8,90,39.3,34.0
4445,16,89,40.2,62.0
4446,8,84,39.6,34.0
4447,11,91,39.8,52.0
4448,21,100,40.5,125.0
4449,10,95,40.0,50.0
4450,17,101,40.4,99.0
4451,13,93,40.0,64.0
4452,19,89,40.1,83.0
4454,17,95,40.4,84.0
4455,8,88,39.8,41.0
4456,27,98,40.6,160.0
4459,12,92,39.9,55.0
4462,24,102,40.6,138.0
4464,30,104,40.9,206.0
4465,24,104,40.3,156.0
4466,12,100,40.1,70.0
4468,13,101,39.8,74.0
4469,17,105,40.0,104.0
4470,11,84,39.9,41.0
4471,8,93,39.5,42.0
4473,26,108,40.7,166.0
4475,30,112,40.9,203.0
4480,21,99,40.4,116.0
4481,7,92,39.4,34.0
4483,24,105,40.8,161.0
4486,27,102,40.6,155.0
4488,28,106,40.9,195.0
4489,25,106,40.8,150.0
4493,6,90,39.2,30.0
4494,10,91,40.0,47.0
4498,25,106,41.1,161.0
4502,27,113,40.7,183.0
4503,24,88,40.9,105.0
4504,2,77,38.3,7.0
4505,6,88,39.3,29.0
4506,18,95,40.8,89.0
4508,5,89,39.2,22.0
4514,23,111,40.7,149.0
4515,5,82,39.1,17.0
4516,6,89,39.5,27.0
4517,8,87,39.9,34.0
4518,29,117,40.7,214.0
4519,9,90,39.7,42.0
4521,16,94,40.5,92.0
4523,25,105,40.7,162.0
4527,19,99,40.6,99.0
4529,6,90,39.3,27.0
4530,9,84,39.5,34.0
4535,4,84,38.7,16.0
4536,12,93,40.1,66.0
4538,8,83,39.4,33.0
4539,14,98,40.4,73.0
4540,27,110,40.7,180.0
4543,3,73,38.6,9.0
4544,9,97,39.6,53.0
4546,23,104,40.8,134.0
4548,26,108,40.9,181.0
4551,2,78,38.1,6.0
4552,18,95,40.6,95.0
4554,18,96,40.2,93.0
4555,30,106,40.8,184.0
4558,21,107,40.5,133.0
4559,15,94,40.1,69.0
4561,17,91,40.5,82.0
4563,26,104,40.8,154.0
4564,12,96,40.0,57.0
4565,25,94,40.7,123.0
4567,15,87,40.5,63.0
4568,24,109,40.8,154.0
4573,21,100,40.5,116.0
4574,13,86,39.9,54.0
4576,19,104,40.5,122.0
4577,19,101,40.5,109.0
4579,19,107,40.5,134.0
4586,7,90,39.3,30.0
4591,25,107,40.6,160.0
4592,2,79,38.1,6.0
4593,7,87,39.8,33.0
4596,12,93,40.3,57.0
4598,27,112,41.0,180.0
4599,4,76,38.8,14.0
4601,5,88,39.4,21.0
4603,17,93,40.4,77.0
4604,20,92,40.3,91.0
4605,7,88,39.4,30.0
4606,24,107,40.6,158.0
4609,5,80,39.2,18.0
4612,13,101,40.2,70.0
4613,27,111,41.0,205.0
4615,24,107,40.2,148.0
4616,28,105,41.1,187.0
4617,24,103,40.3,138.0
4622,16,101,40.2,91.0
4623,5,87,39.2,19.0
4628,19,104,40.5,118.0
4630,21,91,41.0,87.0
4635,2,88,38.3,8.0
4637,25,108,40.3,167.0
4638,2,81,38.3,8.0
4639,5,83,38.8,18.0
4640,16,94,40.2,76.0
4641,25,112,40.9,179.0
4642,3,79,38.5,11.0
4643,11,95,39.7,56.0
4647,6,89,39.1,28.0
4650,13,99,40.1,71.0
4651,12,93,39.9,57.0
4652,12,99,39.9,65.0
4653,15,91,39.9,81.0
4654,7,88,39.8,31.0
4655,15,93,40.0,75.0
4656,29,114,41.1,217.0
4659,20,97,40.5,102.0
4662,20,107,40.4,138.0
4664,22,104,40.7,126.0
4666,25,101,40.7,144.0
4668,26,98,40.6,134.0
4670,24,110,40.7,156.0
4671,14,98,40.2,83.0
4672,10,96,39.8,54.0
4674,4,87,38.4,17.0
4676,6,81,38.9,24.0
4677,29,104,40.4,189.0
4678,10,95,40.0,53.0
4679,2,77,38.4,6.0
4680,26,109,40.8,181.0
4683,24,105,40.9,142.0
4684,6,92,39.1,29.0
4686,30,116,41.0,231.0
4688,17,96,40.2,85.0
4692,9,87,39.2,39.0
4696,2,82,38.2,7.0
4698,16,93,40.2,83.0
4700,7,89,39.7,31.0
4705,2,84,38.3,7.0
4706,22,100,40.6,129.0
4707,23,102,40.6,136.0
4709,8,91,39.5,39.0
4712,14,94,40.2,75.0
4713,16,100,40.5,98.0
4720,18,100,40.1,102.0
4721,16,94,40.1,78.0
4722,20,96,40.4,107.0
4727,14,87,40.2,64.0
4729,7,98,39.5,37.0
4731,9,98,39.8,50.0
4733,4,81,38.9,14.0
4737,21,110,40.5,136.0
4738,10,86,39.9,45.0
4739,17,90,40.5,75.0
4740,25,107,40.8,147.0
4741,9,85,39.8,32.0
4743,15,99,40.3,79.0
4746,3,88,38.9,14.0
4747,25,100,40.9,144.0
4748,4,90,39.0,17.0
4749,21,112,40.9,136.0
4752,14,95,40.5,68.0
4755,29,115,41.1,206.0
4756,25,104,40.2,161.0
4758,12,93,39.8,59.0
4760,12,96,40.5,60.0
4761,28,111,41.0,188.0
4762,15,89,40.1,63.0
4763,15,97,40.1,86.0
4764,5,86,39.5,22.0
4768,5,81,39.2,19.0
4769,6,84,39.1,24.0
4770,25,101,40.8,153.0
4771,11,97,40.1,61.0
4773,9,96,39.5,43.0
4774,27,109,40.4,192.0
4776,18,104,40.5,110.0
4777,4,83,39.0,14.0
4780,20,104,40.4,129.0
4784,17,99,40.1,88.0
4785,19,92,40.3,89.0
4790,26,101,41.2,146.0
4791,4,85,39.2,17.0
4794,18,104,40.1,124.0
4797,6,85,39.2,27.0
4800,29,104,40.3,184.0
4804,28,109,41.1,179.0
4805,13,90,39.9,65.0
4806,18,97,40.2,105.0
4807,22,103,40.6,125.0
4810,19,96,40.5,91.0
4813,14,90,40.2,60.0
4818,14,99,40.0,72.0
4819,14,95,40.1,76.0
4820,6,89,39.4,25.0
4822,11,94,39.7,54.0
4824,18,98,40.2,90.0
4825,29,111,40.8,194.0
4832,6,89,39.1,31.0
4834,5,82,39.4,17.0
4835,21,95,40.1,100.0
4836,23,103,40.7,135.0
4837,2,79,38.4,8.0
4840,8,85,39.5,34.0
4843,13,91,39.9,59.0
4844,17,95,40.4,80.0
4846,5,85,39.1,22.0
4848,19,93,40.6,82.0
4849,7,87,39.7,33.0
4850,12,101,40.4,69.0
4855,10,92,39.9,55.0
4856,5,90,38.7,27.0
4857,21,105,40.4,124.0
4859,30,109,40.9,193.0
4867,21,109,40.3,136.0
4871,27,112,40.9,179.0
4874,22,101,40.6,138.0
4875,16,97,40.4,92.0
4877,19,100,40.7,112.0
4879,28,114,40.7,196.0
4887,16,90,40.1,70.0
4888,21,105,40.9,142.0
4892,17,93,40.1,85.0
4893,14,94,40.2,68.0
4895,26,104,40.8,155.0
4896,13,86,40.4,52.0
4898,16,101,40.1,87.0
4899,30,112,40.9,195.0
4905,28,102,40.9,166.0
4908,9,94,39.8,42.0
4910,8,87,39.7,34.0
4911,18,99,40.5,99.0
4919,19,100,40.4,101.0
4921,5,87,39.2,20.0
4922,25,112,40.8,168.0
4924,23,110,40.5,163.0
4927,15,96,40.2,74.0
4929,3,92,38.6,14.0
4931,10,90,39.8,52.0
4942,17,105,40.4,105.0
4943,15,92,40.1,78.0
4950,3,84,39.1,13.0
4951,4,86,38.6,17.0
4952,12,94,39.9,60.0
4953,14,95,40.2,78.0
4955,23,97,40.4,131.0
4956,4,73,38.9,10.0
4959,8,85,39.9,31.0
4960,20,109,40.7,132.0
4961,22,94,40.3,105.0
4962,25,106,41.0,157.0
4965,10,86,39.7,48.0
4966,21,95,40.6,105.0
4967,14,90,39.7,60.0
4968,19,101,40.5,105.0
4969,30,106,40.9,202.0
4970,16,91,40.3,73.0
4971,19,100,40.5,109.0
4972,18,96,40.2,101.0
4973,4,83,38.9,14.0
4976,2,82,38.2,8.0
4978,27,111,40.7,179.0
4984,5,82,38.8,22.0
4985,28,102,40.4,176.0
4986,24,100,40.7,135.0
4987,12,94,39.7,57.0
4990,3,79,38.5,9.0
4993,28,105,41.1,177.0
4994,2,81,38.2,9.0
4995,24,109,40.7,174.0
5002,15,101,40.1,81.0
5003,8,89,39.6,34.0
5008,17,95,40.3,81.0
5010,9,93,39.5,43.0
5011,5,89,38.7,24.0
5013,8,90,39.5,36.0
5014,6,83,39.3,25.0
5017,25,114,40.9,168.0
5018,17,90,40.4,77.0
5023,15,87,40.6,66.0
5025,23,99,41.1,118.0
5026,4,83,39.1,14.0
5027,16,97,40.0,80.0
5028,21,93,41.0,100.0
5030,21,105,40.3,136.0
5032,23,101,40.7,132.0
5034,17,98,39.9,99.0
5035,28,107,40.9,191.0
5041,21,107,40.7,147.0
5042,3,74,38.8,8.0
5044,12,95,40.3,66.0
5046,15,94,40.1,70.0
5047,5,84,39.3,19.0
5049,23,106,41.1,151.0
5050,3,79,39.1,9.0
5053,6,91,39.2,28.0
5057,16,94,39.9,77.0
5063,13,92,40.1,61.0
5065,17,102,40.5,110.0
5066,22,90,40.6,97.0
5067,5,84,39.4,23.0
5068,25,105,40.5,170.0
5069,5,82,38.7,16.0
5070,25,107,40.9,158.0
5072,30,104,40.6,174.0
5073,6,84,39.4,27.0
5074,4,80,39.1,16.0
5076,7,94,39.7,35.0
5077,7,82,39.3,25.0
5079,17,93,40.5,90.0
5084,2,79,38.2,6.0
5086,19,93,40.7,89.0
5087,6,89,39.0,26.0
5088,14,93,40.3,65.0
5089,5,91,39.3,23.0
5090,3,82,38.3,12.0
5092,17,99,40.4,96.0
5094,3,79,39.0,11.0
5095,29,107,41.1,185.0
5096,24,98,40.6,123.0
5098,21,98,40.3,122.0
5099,24,106,40.7,145.0
5100,21,102,40.6,118.0
5101,19,95,40.7,99.0
5102,17,88,40.5,67.0
5104,28,109,41.3,182.0
5105,10,90,39.6,48.0
5108,25,105,40.6,165.0
5113,13,97,39.9,68.0
5117,19,98,40.4,102.0
5118,21,92,40.8,94.0
5119,6,82,39.7,23.0
5120,12,103,40.3,68.0
5121,22,104,40.7,130.0
5122,13,92,40.1,60.0
5123,11,87,39.7,45.0
5126,10,89,39.4,44.0
5129,6,87,39.4,29.0
5132,3,94,38.5,15.0
5133,8,92,39.7,38.0
5136,25,105,40.2,147.0
5138,12,91,40.1,60.0
5139,25,107,40.6,173.0
5140,14,95,40.4,76.0
5142,18,107,40.2,111.0
5145,9,91,39.7,41.0
5149,15,87,39.9,67.0
5151,24,101,40.6,133.0
5152,22,101,40.5,137.0
5153,12,88,39.7,53.0
5154,13,98,40.0,79.0
5155,4,82,38.6,14.0
5156,28,111,40.7,201.0
5158,8,89,39.8,35.0
5164,4,81,38.7,16.0
5166,12,98,40.2,62.0
5168,6,96,39.4,30.0
5169,25,110,40.9,168.0
5170,17,98,40.2,91.0
5171,21,99,40.3,121.0
5174,6,79,39.6,19.0
5175,21,100,40.4,112.0
5183,20,105,40.2,120.0
5184,18,104,40.2,121.0
5186,5,87,38.5,20.0
5191,22,104,40.6,151.0
5193,24,106,40.5,150.0
5194,11,103,40.2,62.0
5195,11,82,39.8,42.0
5203,22,104,40.4,124.0
5204,30,109,40.8,189.0
5207,2,82,38.3,7.0
5208,24,97,40.7,128.0
5210,4,79,39.2,12.0
5211,15,100,39.9,88.0
5213,16,84,40.5,68.0
5214,9,89,39.7,38.0
5215,17,102,40.1,98.0
5216,23,108,40.9,150.0
5218,27,106,40.8,171.0
5219,20,105,40.2,124.0
5221,11,94,40.2,51.0
5222,26,116,40.9,189.0
5224,23,92,40.7,121.0
5225,3,76,38.2,11.0
5226,19,97,40.5,109.0
5227,4,69,38.7,8.0
5228,6,83,39.8,23.0
5230,18,102,40.2,101.0
5231,12,99,40.2,71.0
5235,13,95,40.1,67.0
5236,14,99,40.3,81.0
5238,7,87,39.3,32.0
5242,28,109,40.7,202.0
5245,10,89,39.9,45.0
5246,2,91,38.5,10.0
5248,13,96,40.4,69.0
5249,2,84,38.2,7.0
5252,9,93,39.9,47.0
5253,23,101,40.2,130.0
5255,20,105,40.7,116.0
5256,26,112,40.8,187.0
5261,28,113,41.1,196.0
5262,12,93,39.6,53.0
5263,6,85,39.4,25.0
5264,25,108,40.8,151.0
5266,25,103,40.9,147.0
5268,16,102,40.5,91.0
5271,6,86,39.2,23.0
5273,22,105,40.7,150.0
5278,11,88,40.0,48.0
5279,29,105,41.0,191.0
5281,16,100,40.3,87.0
5282,18,102,40.4,103.0
5285,27,115,40.7,193.0
5286,12,93,40.2,63.0
5287,7,78,39.7,24.0
5288,4,81,38.7,13.0
5289,28,108,40.5,195.0
5290,16,99,40.4,95.0
5291,12,94,39.9,62.0
5294,15,99,40.2,83.0
5297,3,84,39.0,13.0
5299,12,92,40.2,54.0
5300,3,87,38.4,13.0
5301,7,83,39.2,27.0
5311,12,89,40.0,49.0
5313,23,97,40.9,120.0
5315,8,85,39.5,31.0
5316,3,81,38.5,10.0
5318,8,96,39.4,44.0
5321,19,97,40.5,101.0
5322,11,89,39.9,47.0
5323,10,89,39.6,43.0
5325,12,94,40.1,66.0
5326,7,81,39.3,26.0
5328,4,77,38.8,11.0
5329,10,84,40.0,45.0
5333,29,98,41.0,152.0
5336,11,105,39.5,73.0
5337,17,101,40.1,96.0
5338,21,99,40.6,124.0
5339,29,114,40.8,201.0
5342,13,96,40.3,71.0
5343,24,102,40.6,138.0
5344,26,100,40.6,156.0
5345,15,89,40.2,69.0
5348,2,70,38.3,4.0
5349,16,94,40.1,83.0
5351,25,99,40.9,149.0
5352,17,95,40.1,88.0
5357,23,98,40.9,119.0
5364,25,103,40.5,149.0
5370,11,84,39.9,42.0
5371,3,86,38.8,12.0
5372,12,89,40.0,48.0
5380,28,113,40.7,194.0
5382,19,97,40.4,108.0
5383,13,99,40.0,68.0
5385,4,82,39.1,14.0
5387,5,82,39.0,22.0
5389,22,99,40.3,116.0
5395,25,109,40.5,161.0
5399,8,84,39.7,31.0
5400,4,75,38.7,11.0
5404,9,92,39.7,43.0
5410,19,91,40.3,92.0
5413,19,101,40.2,117.0
5415,12,85,39.8,45.0
5419,11,98,39.8,61.0
5421,13,92,40.1,58.0
5422,16,95,40.4,91.0
5423,17,92,40.2,75.0
5424,26,102,40.8,170.0
5426,21,102,40.6,130.0
5427,23,105,40.7,141.0
5428,28,112,40.9,197.0
5429,18,105,40.6,107.0
5436,18,94,40.6,84.0
5438,27,107,40.5,162.0
5439,9,85,39.7,43.0
5442,26,108,40.7,165.0
5443,10,93,39.5,48.0
5445,22,101,40.8,123.0
5447,21,95,40.3,103.0
5448,23,109,40.6,156.0
5451,10,94,40.0,49.0
5454,17,92,40.1,86.0
5455,7,84,39.3,28.0
5456,19,107,40.3,124.0
5457,5,89,39.1,22.0
5460,14,93,40.0,64.0
5461,28,102,41.2,162.0
5465,23,103,40.6,151.0
5467,18,88,40.2,86.0
5470,9,91,39.6,43.0
5471,5,87,38.9,21.0
5473,8,84,39.6,35.0
5474,28,107,40.6,165.0
5475,22,92,40.9,108.0
5476,22,110,40.2,148.0
5477,21,95,40.7,104.0
5479,25,99,40.7,132.0
5480,17,90,40.5,74.0
5481,21,109,40.7,136.0
5483,14,88,39.9,59.0
5486,13,99,40.4,70.0
5489,17,103,40.1,111.0
5491,10,98,39.9,54.0
5492,17,101,40.3,104.0
5494,8,84,39.6,30.0
5495,10,93,39.9,51.0
5498,13,91,40.1,58.0
5500,3,74,38.6,8.0
5501,23,102,40.9,132.0
5503,13,93,40.0,67.0
5504,9,88,40.1,44.0
5505,27,103,41.0,164.0
5507,17,98,40.3,99.0
5508,2,87,38.1,9.0
5509,13,95,39.9,63.0
5511,26,107,40.8,166.0
5513,7,91,39.3,32.0
5516,5,82,39.2,21.0
5517,25,107,40.5,166.0
5522,10,100,40.1,55.0
5523,10,97,40.0,52.0
5527,29,114,40.9,201.0
5529,8,89,39.5,35.0
5532,28,101,40.7,158.0
5533,3,91,38.9,16.0
5536,28,106,40.8,189.0
5539,9,92,39.7,41.0
5541,11,91,39.7,54.0
5544,12,86,40.1,54.0
5545,10,90,39.8,45.0
5549,24,106,41.0,149.0
5550,15,90,40.3,66.0
5551,8,85,39.9,33.0
5553,13,100,40.1,72.0
5554,6,80,39.4,20.0
5557,26,104,40.9,164.0
5558,8,95,39.5,40.0
5559,29,113,40.7,196.0
5560,19,103,40.6,114.0
5561,25,106,40.7,168.0
5563,27,105,40.6,159.0
5569,14,94,40.2,68.0
5570,13,95,40.2,71.0
5571,13,98,39.7,77.0
5572,6,83,39.2,23.0
5574,23,97,40.7,138.0
5575,11,90,39.9,49.0
5579,22,109,40.5,153.0
5580,2,75,38.2,6.0
5582,4,82,38.9,14.0
5584,9,98,39.7,45.0
5585,8,79,39.7,34.0
5587,25,100,40.8,144.0
5589,6,85,39.3,28.0
5592,14,92,40.3,64.0
5593,4,88,39.0,16.0
5596,15,87,40.7,70.0
5598,15,93,40.1,79.0
5599,22,104,40.5,127.0
5600,20,99,40.5,108.0
5602,28,104,40.7,172.0
5604,18,107,40.5,119.0
5605,24,93,40.8,120.0
5607,29,120,41.1,219.0
5608,26,95,40.8,124.0
5609,14,94,40.1,70.0
5614,6,86,39.3,26.0
5620,26,111,40.5,193.0
5621,17,98,40.2,90.0
5624,25,100,40.6,144.0
5625,13,98,40.1,78.0
5627,19,105,40.4,112.0
5628,4,83,39.0,15.0
5629,21,97,40.8,110.0
5630,23,106,40.9,143.0
5634,28,108,40.7,189.0
5635,15,99,40.5,81.0
5637,17,98,40.6,92.0
5638,4,83,39.0,17.0
5639,23,108,40.6,157.0
5640,10,90,39.9,44.0
5648,11,84,39.7,49.0
5651,11,100,39.4,61.0
5652,14,95,40.0,68.0
5653,15,101,40.1,95.0
5654,18,89,40.3,85.0
5656,18,97,40.6,88.0
5657,4,85,38.9,16.0
5659,22,107,40.4,150.0
5660,6,89,39.2,25.0
5661,13,88,40.1,55.0
5664,21,98,40.5,126.0
5665,11,83,40.0,39.0
5667,23,102,40.6,128.0
5668,22,112,40.4,152.0
5669,5,87,39.3,21.0
5672,10,86,40.0,42.0
5674,25,111,41.0,180.0
5676,6,86,39.2,25.0
5678,29,101,40.7,167.0
5682,12,89,39.8,53.0
5683,20,102,40.5,112.0
5687,3,84,38.6,11.0
5690,27,109,41.0,173.0
5691,23,97,40.8,136.0
5692,29,108,40.6,199.0
5693,23,103,40.9,141.0
5694,28,104,40.8,177.0
5695,3,75,38.7,9.0
5696,17,99,40.4,96.0
5698,22,99,40.5,118.0
5699,18,101,40.5,112.0
5700,9,79,39.7,27.0
5701,17,90,40.6,85.0
5702,27,110,40.7,191.0
5703,9,90,39.6,40.0
5705,9,85,39.8,35.0
5708,16,90,40.2,80.0
5709,8,86,39.6,33.0
5714,11,94,39.8,52.0
5715,6,81,39.3,21.0
5716,19,94,40.6,93.0
5717,18,103,40.2,120.0
5718,3,85,38.5,13.0
5719,5,90,39.0,22.0
5720,16,101,40.3,92.0
5721,24,100,40.8,147.0
5723,20,103,40.6,115.0
5724,15,95,40.5,76.0
5725,8,90,39.6,35.0
5728,19,99,40.5,109.0
5730,9,90,39.5,43.0
5732,14,85,40.2,54.0
5733,21,98,40.8,110.0
5734,11,95,39.7,54.0
5739,22,102,40.8,140.0
5741,21,99,40.5,123.0
5743,24,107,40.8,152.0
5744,6,83,39.6,21.0
5746,13,99,40.4,68.0
5747,19,97,40.1,105.0
5748,25,101,40.7,142.0
5751,17,98,40.7,105.0
5752,23,106,40.6,152.0
